timestamp,Open,High,Low,Close,Volume
2020-03-25 00:00:00,6767.64,6748.26,6538.04,6574.16,0.0
2020-03-25 04:00:00,6574.16,6731.73,6545.42,6697.02,0.0
2020-03-25 08:00:00,6697.02,6972.3,6492.28,6542.18,0.0
2020-03-25 12:00:00,6542.18,6795.51,6535.07,6636.16,0.0
2020-03-25 16:00:00,6636.16,6711.06,6603.17,6630.43,0.0
2020-03-25 20:00:00,6630.43,6712.06,6571.72,6691.59,0.0
2020-03-26 00:00:00,6691.59,6789.16,6673.46,6743.84,0.0
2020-03-26 04:00:00,6743.84,6776.99,6574.86,6603.07,0.0
2020-03-26 08:00:00,6603.07,6679.79,6583.96,6618.05,0.0
2020-03-26 12:00:00,6618.05,6686.12,6553.52,6633.73,0.0
2020-03-26 16:00:00,6633.73,6693.61,6613.03,6677.6,0.0
2020-03-26 20:00:00,6677.6,6774.99,6685.75,6759.45,0.0
2020-03-27 00:00:00,6759.45,6864.17,6769.55,6812.11,0.0
2020-03-27 04:00:00,6812.11,6843.5,6644.11,6723.99,0.0
2020-03-27 08:00:00,6723.99,6721.19,6624.5,6634.14,0.0
2020-03-27 12:00:00,6634.14,6678.61,6588.73,6633.81,0.0
2020-03-27 16:00:00,6633.81,6699.84,6602.32,6667.42,0.0
2020-03-27 20:00:00,6667.42,6708.64,6288.94,6374.2,0.0
2020-03-28 00:00:00,6374.2,6316.62,6072.01,6123.19,0.0
2020-03-28 04:00:00,6123.19,6205.67,6106.07,6198.92,0.0
2020-03-28 08:00:00,6198.92,6335.32,6182.62,6242.9,0.0
2020-03-28 12:00:00,6242.9,6274.76,6193.83,6229.74,0.0
2020-03-28 16:00:00,6229.74,6250.77,6040.29,6220.64,0.0
2020-03-28 20:00:00,6220.64,6304.41,6198.91,6252.45,0.0
2020-03-29 00:00:00,6252.45,6274.87,6196.93,6219.39,0.0
2020-03-29 04:00:00,6219.39,6223.66,6118.51,6156.56,0.0
2020-03-29 08:00:00,6156.56,6187.51,6086.95,6135.62,0.0
2020-03-29 12:00:00,6135.62,6149.19,6083.25,6130.94,0.0
2020-03-29 16:00:00,6130.94,6161.4,5892.27,5903.68,0.0
2020-03-29 20:00:00,5903.68,5950.26,5871.79,5874.06,0.0
2020-03-30 00:00:00,5874.06,6023.43,5857.12,6014.48,0.0
2020-03-30 04:00:00,6014.48,6326.12,5999.42,6254.6,0.0
2020-03-30 08:00:00,6254.6,6412.52,6252.85,6379.07,0.0
2020-03-30 12:00:00,6379.07,6438.62,6291.4,6353.07,0.0
2020-03-30 16:00:00,6353.07,6400.42,6317.74,6377.67,0.0
2020-03-30 20:00:00,6377.67,6606.47,6376.39,6407.09,0.0
2020-03-31 00:00:00,6407.09,6524.81,6399.46,6443.61,0.0
2020-03-31 04:00:00,6443.61,6473.34,6384.91,6449.13,0.0
2020-03-31 08:00:00,6449.13,6512.91,6361.17,6398.32,0.0
2020-03-31 12:00:00,6398.32,6509.67,6346.6,6465.47,0.0
2020-03-31 16:00:00,6465.47,6502.11,6414.77,6474.4,0.0
2020-03-31 20:00:00,6474.4,6507.43,6411.81,6422.75,0.0
2020-04-01 00:00:00,6422.75,6431.97,6270.62,6375.67,0.0
2020-04-01 04:00:00,6375.67,6380.78,6288.85,6339.16,0.0
2020-04-01 08:00:00,6339.16,6330.68,6271.3,6302.86,0.0
2020-04-01 12:00:00,6302.86,6332.19,6189.51,6239.72,0.0
2020-04-01 16:00:00,6239.72,6231.1,6160.3,6215.56,0.0
2020-04-01 20:00:00,6215.56,6694.63,6205.47,6659.09,0.0
2020-04-02 00:00:00,6659.09,6747.33,6583.95,6619.66,0.0
2020-04-02 04:00:00,6619.66,6686.53,6583.14,6663.74,0.0
2020-04-02 08:00:00,6663.74,6715.0,6619.35,6699.27,0.0
2020-04-02 12:00:00,6699.27,6826.47,6621.02,6815.33,0.0
2020-04-02 16:00:00,6815.33,7250.25,6750.88,6812.12,0.0
2020-04-02 20:00:00,6812.12,6873.24,6681.01,6803.26,0.0
2020-04-03 00:00:00,6803.26,6828.0,6735.8,6784.1,0.0
2020-04-03 04:00:00,6784.1,6953.27,6752.51,6943.7,0.0
2020-04-03 08:00:00,6943.7,7041.95,6883.99,7016.35,0.0
2020-04-03 12:00:00,7016.35,7014.64,6683.26,6721.25,0.0
2020-04-03 16:00:00,6721.25,6789.76,6624.84,6781.32,0.0
2020-04-03 20:00:00,6781.32,6817.16,6684.48,6742.28,0.0
2020-04-04 00:00:00,6742.28,6798.31,6684.04,6702.69,0.0
2020-04-04 04:00:00,6702.69,6768.18,6694.73,6740.84,0.0
2020-04-04 08:00:00,6740.84,6906.93,6683.92,6705.2,0.0
2020-04-04 12:00:00,6705.2,6770.74,6680.51,6742.31,0.0
2020-04-04 16:00:00,6742.31,6809.16,6728.19,6755.95,0.0
2020-04-04 20:00:00,6755.95,6966.53,6763.44,6877.19,0.0
2020-04-05 00:00:00,6877.19,6904.54,6803.06,6803.75,0.0
2020-04-05 04:00:00,6803.75,6837.23,6755.91,6779.04,0.0
2020-04-05 08:00:00,6779.04,6830.17,6748.23,6779.82,0.0
2020-04-05 12:00:00,6779.82,6825.11,6764.73,6792.04,0.0
2020-04-05 16:00:00,6792.04,6822.54,6689.95,6806.75,0.0
2020-04-05 20:00:00,6806.75,6814.16,6732.94,6776.73,0.0
2020-04-06 00:00:00,6776.73,6877.62,6775.5,6851.28,0.0
