timestamp,Open,High,Low,Close,Volume
2020-03-25 00:00:00,6756.0,6756.0,6537.0,6562.5,5979670.0
2020-03-25 04:00:00,6562.5,6738.0,6548.5,6691.0,3003563.0
2020-03-25 08:00:00,6691.0,7000.0,6455.5,6538.0,15810410.0
2020-03-25 12:00:00,6538.0,6839.5,6525.0,6634.5,10292510.0
2020-03-25 16:00:00,6634.5,6710.5,6583.0,6617.5,4986111.0
2020-03-25 20:00:00,6617.5,6717.5,6563.5,6693.0,5336815.0
2020-03-26 00:00:00,6693.0,6794.5,6673.0,6746.0,3238426.0
2020-03-26 04:00:00,6746.0,6783.5,6568.0,6598.5,2515917.0
2020-03-26 08:00:00,6598.5,6683.0,6585.5,6617.0,1680937.0
2020-03-26 12:00:00,6617.0,6700.0,6513.5,6628.0,7511571.0
2020-03-26 16:00:00,6628.0,6694.0,6611.5,6676.5,1920725.0
2020-03-26 20:00:00,6676.5,6780.0,6674.0,6756.0,3536735.0
2020-03-27 00:00:00,6756.0,6868.0,6756.0,6817.5,4230922.0
2020-03-27 04:00:00,6817.5,6847.5,6623.5,6723.0,5964098.0
2020-03-27 08:00:00,6723.0,6723.0,6608.0,6631.0,2764447.0
2020-03-27 12:00:00,6631.0,6676.5,6581.5,6639.5,3268239.0
2020-03-27 16:00:00,6639.5,6691.5,6601.5,6670.5,3279961.0
2020-03-27 20:00:00,6670.5,6707.0,6250.0,6367.0,6247134.0
2020-03-28 00:00:00,6367.0,6367.5,6064.0,6118.0,9678806.0
2020-03-28 04:00:00,6118.0,6200.0,6091.5,6197.0,1997302.0
2020-03-28 08:00:00,6197.0,6346.5,6177.5,6249.0,3779463.0
2020-03-28 12:00:00,6249.0,6279.5,6175.5,6229.5,2765574.0
2020-03-28 16:00:00,6229.5,6273.5,6030.0,6226.5,12749846.0
2020-03-28 20:00:00,6226.5,6308.0,6174.5,6261.0,4635937.0
2020-03-29 00:00:00,6261.0,6280.0,6195.5,6217.0,1409874.0
2020-03-29 04:00:00,6217.0,6220.0,6120.0,6156.5,1601765.0
2020-03-29 08:00:00,6156.5,6215.0,6080.5,6140.0,1917147.0
2020-03-29 12:00:00,6140.0,6157.0,6070.0,6129.0,1560068.0
2020-03-29 16:00:00,6129.0,6171.5,5872.0,5902.5,8297387.0
2020-03-29 20:00:00,5902.5,5964.0,5862.0,5874.0,4842140.0
2020-03-30 00:00:00,5874.0,6023.5,5850.0,6005.0,4844894.0
2020-03-30 04:00:00,6005.0,6348.5,5996.5,6259.0,10330104.0
2020-03-30 08:00:00,6259.0,6436.0,6250.5,6373.5,7771495.0
2020-03-30 12:00:00,6373.5,6459.5,6290.5,6353.0,5410442.0
2020-03-30 16:00:00,6353.0,6413.5,6317.0,6371.5,1962925.0
2020-03-30 20:00:00,6371.5,6635.5,6371.5,6402.0,9843498.0
2020-03-31 00:00:00,6402.0,6528.0,6398.0,6445.0,1454979.0
2020-03-31 04:00:00,6445.0,6470.5,6382.5,6446.5,4307368.0
2020-03-31 08:00:00,6446.5,6511.0,6352.5,6401.5,4662741.0
