timestamp,Open,High,Low,Close,Volume,OI Open,OI High,OI Low,OI Close,FR Open,FR High,FR Low,FR Close
2023-08-01,29216.2,29732.0,28544.4,29698.2,79030.74070995,581012600.0,612545200.0,580590700.0,600321100.0,-0.001048,0.01,-0.001048,0.01
2023-08-02,29698.1,30064.8,28910.2,29164.0,79844.19979977,600321100.0,638055700.0,575356400.0,584579100.0,0.01,0.01,0.01,0.01
2023-08-03,29164.1,29417.0,28950.0,29182.0,30858.52459989,584579100.0,592365700.0,581467500.0,583763500.0,0.01,0.01,0.01,0.01
2023-08-04,29182.0,29312.1,28690.0,29078.8,27892.64675075,583763500.0,598245200.0,583239500.0,598047100.0,0.01,0.01,0.01,0.01
2023-08-05,29078.7,29115.6,28955.7,29057.9,7271.13306611,598047100.0,604099800.0,597998200.0,598540600.0,0.01,0.01,0.01,0.01
2023-08-06,29058.0,29193.5,28964.6,29060.8,11410.66653573,598540600.0,601329000.0,587081900.0,587961100.0,0.01,0.01,0.01,0.01
2023-08-07,29060.8,29239.1,28661.1,29179.2,35436.99550826,587961100.0,609537300.0,587772200.0,601182800.0,0.01,0.01777,0.01,0.01
2023-08-08,29179.3,30234.4,29115.4,29752.2,61773.74726151,601182800.0,645635700.0,598030800.0,635160700.0,0.01,0.01,0.008606,0.01
2023-08-09,29752.2,30128.4,29355.1,29557.5,43560.37649398,635160700.0,637525100.0,587288700.0,588243900.0,0.01,0.01,0.008936,0.01
2023-08-10,29557.6,29711.7,29301.0,29432.9,24009.2977864,588243900.0,599669900.0,588222800.0,595903000.0,0.01,0.01,0.01,0.01
2023-08-11,29432.9,29536.3,29216.6,29407.4,17567.36875557,595903000.0,601847200.0,592822200.0,593867100.0,0.01,0.01,0.01,0.01
2023-08-12,29407.3,29468.4,29361.2,29406.9,5040.39721677,593867100.0,598272500.0,593347200.0,597064200.0,0.01,0.01,0.01,0.01
2023-08-13,29406.8,29444.7,29250.0,29283.3,8393.36996673,597064200.0,602342200.0,594618200.0,600078800.0,0.01,0.01,0.01,0.01
2023-08-14,29283.2,29662.6,29061.2,29406.8,39268.36148619,600078800.0,605920900.0,583614600.0,584809700.0,0.01,0.01,0.01,0.01
2023-08-15,29406.9,29464.5,29050.0,29166.7,24765.27025671,584809700.0,599619000.0,583261300.0,599317100.0,0.01,0.01,0.01,0.01
2023-08-16,29166.7,29219.9,28689.0,28696.5,41035.58416886,599317100.0,623007600.0,599017600.0,622294300.0,0.01,0.01,0.01,0.01
2023-08-17,28696.6,28742.9,24359.1,26630.2,163363.23159264,622294300.0,642947800.0,519130000.0,519130000.0,0.01,0.01,-0.125003,-0.097392
2023-08-18,26630.2,26815.6,25567.0,26027.7,91350.04258576,519130000.0,541967400.0,517509600.0,532786700.0,-0.097392,0.01,-0.097392,0.006851
2023-08-19,26027.6,26246.0,25782.3,26081.0,29564.53166884,532786700.0,532786700.0,518105600.0,518443300.0,0.006851,0.006851,-0.010815,-0.004845
2023-08-20,26081.0,26286.5,25944.5,26173.7,19362.27368044,518443300.0,530996700.0,517983800.0,529213300.0,-0.004845,0.000955,-0.011072,0.00052
2023-08-21,26173.7,26246.4,25792.8,26107.5,43867.96103047,529213300.0,545910000.0,520170100.0,532321400.0,0.00052,0.01,-0.001201,0.003225
2023-08-22,26107.4,26119.7,25300.0,26028.2,64203.94484036,532321400.0,535056200.0,522343500.0,534614000.0,0.003225,0.01,-0.000108,0.009045
2023-08-23,26028.2,26800.0,25788.0,26419.8,77982.3411414,534614000.0,538817000.0,499847700.0,505803000.0,0.009045,0.01,-0.007243,-0.00373
2023-08-24,26419.8,26558.5,25836.4,26152.6,45501.51654268,505803000.0,508053600.0,494058500.0,494058500.0,-0.00373,0.01,-0.007096,-0.002316
2023-08-25,26152.7,26297.5,25760.0,26034.0,47371.27913428,494058500.0,511394800.0,491637200.0,507872500.0,-0.002316,0.01,-0.006086,-0.000377
2023-08-26,26034.0,26105.0,25963.9,25994.9,9341.52764072,507872500.0,508233500.0,496619900.0,496620300.0,-0.000377,0.01,-0.00217,0.00835
2023-08-27,25994.8,26156.2,25954.1,26075.6,11406.34430394,496620300.0,503989200.0,495983600.0,500154300.0,0.00835,0.01,-0.004537,-0.003041
2023-08-28,26075.6,26234.5,25837.0,26097.6,31700.65499986,500154300.0,510255600.0,499531100.0,510032700.0,-0.003041,0.009282,-0.003333,0.002472
