timestamp,Open,High,Low,Close,Volume,OI Open,OI High,OI Low,OI Close,FR Open,FR High,FR Low,FR Close
2023-05-20,26876.0,27147.5,26831.0,27103.5,7877846.0,27490325.0,28180997.0,27382335.0,27926777.0,-0.00122577,0.00090348,-0.00201409,-0.00131132
2023-05-21,27103.5,27280.0,26668.0,26762.5,14491745.0,27926777.0,29375064.0,27432014.0,29301603.0,-0.00131132,0.00179813,-0.00264224,0.00084398
2023-05-22,26762.5,27114.0,26543.5,26860.0,19565298.0,29301603.0,29830786.0,27374525.0,27439846.0,0.00084398,0.00241599,-0.00105663,-0.0009112
2023-05-23,26860.0,27502.0,26808.0,27237.0,19913001.0,27439846.0,27732187.0,27235621.0,27469237.0,-0.0009112,0.0029503,-0.0009112,0.0029503
2023-05-24,27237.0,27237.0,26080.5,26338.5,22141046.0,27469237.0,30196231.0,27031579.0,30134541.0,0.0029503,0.00361104,5.307e-05,0.00229958
2023-05-25,26338.5,26618.5,25876.0,26471.0,10284249.0,30134541.0,30316209.0,30099163.0,30218246.0,0.00229958,0.00229958,-0.00120624,-0.00110436
2023-05-26,26471.0,26946.0,26339.5,26713.0,13755173.0,30218246.0,30370960.0,27436106.0,27565937.0,-0.00110436,0.00158736,-0.00126241,-0.00091235
2023-05-27,26713.0,26894.0,26554.5,26845.0,8799959.0,27565937.0,28073926.0,27552268.0,27859788.0,-0.00091235,0.00091565,-0.00171016,-0.00171016
2023-05-28,26845.0,28281.0,26777.0,28093.0,16042907.0,27859788.0,27910773.0,27257995.0,27572576.0,-0.00171016,-0.00171016,-0.00171016,-0.00171016
2023-05-29,28093.0,28455.5,27552.0,27756.0,12391927.0,27671274.0,28633266.0,27587593.0,28597187.0,0.00069949,0.00245846,-4.973e-05,0.00245846
2023-05-30,27756.0,28044.5,27583.0,27723.0,16616739.0,28597187.0,29484773.0,27938355.0,29484773.0,0.00245846,0.00329621,-0.00098726,0.00329621
2023-05-31,27723.0,27857.5,26842.0,27224.5,18285560.0,29484773.0,29628430.0,28833944.0,28836551.0,0.00329621,0.00329621,0.00126129,0.0015801
2023-06-01,27224.5,27363.0,26600.0,26823.5,29169018.0,28836551.0,28836551.0,28836551.0,28836551.0,0.0015801,0.0015801,0.0015801,0.0015801
2023-06-02,26823.5,27317.5,26500.0,27259.5,23602768.0,28836551.0,31584955.0,28836551.0,31384439.0,0.0015801,0.00200319,-0.00141266,0.00073126
2023-06-03,27259.5,27329.0,26933.5,27079.5,6809924.0,31384439.0,31499940.0,30914162.0,31005041.0,0.00073126,0.00087394,-0.00100267,0.00040753
2023-06-04,27079.5,27467.0,26966.0,27130.0,7409454.0,31005041.0,31201200.0,30828124.0,30976395.0,0.00040753,0.00334936,-0.00095804,0.0013042
2023-06-05,27130.0,27136.0,25410.5,25724.0,29341190.0,30976395.0,30976395.0,29131449.0,30886365.0,0.0013042,0.00142753,-0.00066482,0.00044634
2023-06-06,25724.0,27360.0,25366.0,27234.5,31732649.0,30886365.0,33135883.0,29288317.0,29857998.0,0.00044634,0.002905,-0.00080855,0.0003192
2023-06-07,27234.5,27399.5,26123.0,26363.0,28567767.0,29857998.0,32803844.0,29471522.0,32566201.0,0.0003192,0.00294603,-0.00035322,0.00172119
2023-06-08,26363.0,26830.0,26227.0,26514.0,5638815.0,32566201.0,32644443.0,32295646.0,32499401.0,0.00172119,0.00211452,0.00017951,0.00074625
2023-06-09,26514.0,26784.5,26289.5,26496.5,18035594.0,32499401.0,32680679.0,29683824.0,29683824.0,0.00074625,0.0037637,0.00034285,0.00277204
2023-06-10,26496.5,26549.5,25400.0,25865.5,30864240.0,29683824.0,32810521.0,29666298.0,32675797.0,0.00277204,0.00277204,0.00035506,0.00048163
2023-06-11,25865.5,26219.5,25665.0,25967.0,7551586.0,32675797.0,33227934.0,32659399.0,33056409.0,0.00048163,0.00216179,-0.00012239,0.00170022
2023-06-12,25967.0,26108.0,25627.5,25921.0,9369243.0,33056409.0,33530861.0,33010887.0,33530861.0,0.00170022,0.0026933,0.00066437,0.00207731
2023-06-13,25921.0,26437.0,25732.0,25941.5,16312539.0,33530861.0,33664760.0,33132467.0,33143600.0,0.00207731,0.00347905,0.00140659,0.00197095
2023-06-14,25941.5,26094.5,24782.0,25122.5,18711294.0,33143600.0,34062333.0,32954341.0,34012303.0,0.00197095,0.00415861,-0.00030443,-0.00030443
2023-06-15,25122.5,25751.0,24781.0,25606.5,18557844.0,34012303.0,34573176.0,33532889.0,34500947.0,-0.00030443,0.00709669,-0.00030923,0.00248706
2023-06-16,25606.5,26516.0,25179.5,26350.0,18517671.0,34500947.0,36058803.0,34500947.0,36058803.0,0.00248706,0.00385462,0.00201343,0.00367453
2023-06-17,26350.0,26837.0,26188.0,26518.5,9176575.0,36058803.0,36449130.0,35816311.0,35880013.0,0.00367453,0.00382733,0.00138657,0.00138657
2023-06-18,26518.5,26703.0,26276.5,26347.0,10111528.0,35880013.0,36287975.0,35209950.0,35930436.0,0.00138657,0.00349606,0.00101752,0.00340438
